REG_NUMBER	NUMBER_OF_BRANCHES	STREET_TYPE	STREET_NAME	STREET_NUMBER	STREET_OTHER	ZIP_CODE	TOWN	PROVINCE	COORDINATE_X	COORDINATE_Y	PRECISION	BRANCH_STREET_TYPE	BRANCH_STREET_NAME	BRANCH_STREET_NUMBER	BRANCH_STREET_OTHER	BRANCH_ZIP_CODE	BRANCH_TOWN	BRANCH_PROVINCE	BRANCH_COORDINATE_X	BRANCH_COORDINATE_Y	BRANCH_PRECISION
B46702031	1	CL	PEPITA	34		46009	VALENCIA	VALENCIA	-0.375519000	39.486018600	1	CL	PEPITA	34	BAJO	46009	VALENCIA	VALENCIA			
B46711495	1	CL	MARCELINO GARCIA	S/N	PLANTA BAJA	46160	LLIRIA	VALENCIA	-0.637065698	39.663444097	22	CL	MARCELINO GARCIA	s/n	BAJO	46160	LLIRIA	VALENCIA			
B46713772	2	CL	PAZ	31		46003	VALENCIA	VALENCIA				AV	REIAL MONESTIR DE SANTA MARIA DE POBLET	s/n		46930	QUART DE POBLET	VALENCIA			
B46713772	2	CL	PAZ	31		46003	VALENCIA	VALENCIA				CL	LA PAZ	31		46003	VALENCIA	VALENCIA			
B46715314	1	CL	ESPORTS	8	ACCESORIO	46910	SEDAVI	VALENCIA	-0.388019100	39.426449400	4	CL	ESPORTS	8		46910	SEDAVI	VALENCIA			
B46718284	1	CR	BARCELONA	S/N	KM 6 8	46134	FOIOS	VALENCIA	-0.348662500	39.537688300	7	CR	BARCELONA	s/n	KM 6.8	46134	FOIOS	VALENCIA			
B46738472	2	CL	PINTOR PEIRO	17		46540	PUIG	VALENCIA	-0.302714400	39.589189300	1	CL	PINTOR PEIRO	17	BAJO	46540	PUIG	VALENCIA			
B46738472	2	CL	PINTOR PEIRO	17		46540	PUIG	VALENCIA	-0.302714400	39.589189300	1	CL	VIRGEN DEL MILAGRO	16	BAJO	46138	RAFELBUÑOL	VALENCIA			
B46748489	2	CL	TRANSITS	2	ESC C 1 1 C Y D	46002	VALENCIA	VALENCIA	-0.375203300	39.471097000	1	CL	GENERAL ORAA	19	1 DERECHA	28006	MADRID	MADRID			
B46748489	2	CL	TRANSITS	2	ESC C 1 1 C Y D	46002	VALENCIA	VALENCIA	-0.375203300	39.471097000	1	CL	TRANSITS	2	ESC C 1 1 C Y D	46002	VALENCIA	VALENCIA			
B46779351	1	CL	PTDA CERCAT	S/N		46195	LLOMBAI	VALENCIA	-0.603158446	39.292870721	21	AV	SAN ANTONIO	21		46195	LLOMBAI	VALENCIA			
B46833539	1	CL	VICENT LERMA	12		46980	PATERNA	VALENCIA	-0.443368000	39.504241000	1	CL	SALVADOR FERRANDIS LUNA	38		46980	PATERNA	VALENCIA	-0.442162	39.505088	1
B46849071	1	CL	BONREPOS	5		46016	VALENCIA	VALENCIA	-0.309037100	39.557521200	21	CL	BONREPOS	5	BJ	46132	ALMASSERA	VALENCIA			
B46860102	1	CL	DOCTOR J. J. DOMINE	12	4 7	46011	VALENCIA	VALENCIA	-0.331647500	39.461833700	1	CL	N, 1 - PAR D 6 PG PICASSENT	s/n		46220	PICASSENT	VALENCIA			
B46885547	1	CL	MAYOR	36		46940	MANISES	VALENCIA				CL	MAYOR	36		46940	MANISES	VALENCIA			
B46899274	1	CL	ARCHIDUQUE CARLOS	10	BJ	46018	VALENCIA	VALENCIA	-0.393682700	39.466391500	1	CL	ARCHIDUQUE CARLOS	10	BAJO	46018	VALENCIA	VALENCIA			
B46911558	1	CL	JAIME I	6		46450	BENIFAIO	VALENCIA	-0.432796600	39.285168800	2	AV	JAIME I	6		46450	BENIFAIO	VALENCIA			
B46943312	1	RB	SAN ISIDRO	16		46400	CULLERA	VALENCIA	-0.256131900	39.162743900	4	PZ	SANT ISIDRE	13		46400	CULLERA	VALENCIA			
B46943403	1	PG	FUENTE DEL JARRO PARL	33	CAMPO GIBRALTAR 8	46980	PATERNA	VALENCIA	-0.462397694	39.547781917	22	CL	CAMPO DE GIBRALTAR	8		46988	PATERNA	VALENCIA			
B46948014	1	CL	FURS	30	BJ	46870	ONTINYENT	VALENCIA	-0.602291000	38.821575200	1	CL	DELS FURS	30		46870	ONTINYENT	VALENCIA			
B46953170	1	CL	ALBACETE	12	BAJO	46007	VALENCIA	VALENCIA	-0.383028100	39.464837000	1	CL	ALBACETE	12	BAJO	46007	VALENCIA	VALENCIA			
B46957569	1	CL	SANTOS JUSTO Y PASTOR	71	B	46940	MANISES	VALENCIA	-0.472857000	39.494925600	1	CM	ALDAYA	26	NAVE 11	46940	MANISES	VALENCIA			
B46959433	1	PZ	ALQUERIA DE LA CULLA	4	OFICINA 104 - B. E	46910	ALFAFAR	VALENCIA	-0.378869400	39.416600500	1	AV	AUSIAS MARCH	184	BAJO	46026	VALENCIA	VALENCIA			
B46959557	2	CL	BELGICA	2	41 42	46021	VALENCIA	VALENCIA	-0.356149300	39.472500300	1	CL	BELGICA	2	11 42	46021	VALENCIA	VALENCIA			
B46959557	2	CL	BELGICA	2	41 42	46021	VALENCIA	VALENCIA	-0.356149300	39.472500300	1	CM	MONCADA	382		46016	VALENCIA	VALENCIA			
B46969960	1	CL	QUART	104	6	46008	VALENCIA	VALENCIA				CL	QUART	104	6	46008	VALENCIA	VALENCIA			
B47014154	1	CR	RUEDA	S/N	KM 4.200	47008	VALLADOLID	VALLADOLID	-4.745358950	41.616710900	7	CR	RUEDA	s/n	KM 4.200	47008	VALLADOLID	VALLADOLID			
B47055694	1	CL	VEINTE DE FEBRERO	7	EN OF 2	47001	VALLADOLID	VALLADOLID	-4.731914000	41.650182000	1	CL	JOAQUIN COSTA	6		24002	LEON	LEON	-5.574087	42.599651	1
B47086608	1	CL	MACIAS PICAVEA	16	1º	47003	VALLADOLID	VALLADOLID	-4.725082800	41.653239000	1	CL	SANTIAGO	7	4 C	47001	VALLADOLID	VALLADOLID			
B47089388	2	PZ	ESPAÑA	10		47320	TUDELA DE DUERO	VALLADOLID	-4.579365300	41.583972500	1	CL	MAGNESIO	s/n		47012	VALLADOLID	VALLADOLID	-4.706901	41.627478	7
B47089388	2	PZ	ESPAÑA	10		47320	TUDELA DE DUERO	VALLADOLID	-4.579365300	41.583972500	1	PZ	ESPAÑA	10		47320	TUDELA DE DUERO	VALLADOLID			1
B47206131	1	CL	SANTIAGO	14	3º 1	47001	VALLADOLID	VALLADOLID	-4.729199400	41.650142900	1	CR	VILLABAÑEZ S/N KM	1		47012	VALLADOLID	VALLADOLID			
B47208517	1	AV	JOSE LUIS ARRESE	26	6A	47014	VALLADOLID	VALLADOLID	-4.738312000	41.650708000	15	AV	JOSE LUIS ARRESE	26	6A	47014	VALLADOLID	VALLADOLID			
B47211099	1	CL	ATARAZANAS	2		47300	PEÑAFIEL	VALLADOLID	-4.117732500	41.595782200	1	CL	ATARAZANAS	2		47300	PEÑAFIEL	VALLADOLID			
B47238886	1	CL	ATLANTA	54		47008	VALLADOLID	VALLADOLID	-4.764285000	41.619210000	1	CL	GARDOQUI	3	EN	47003	VALLADOLID	VALLADOLID	-4.727788	41.655756	1
B47265798	3	CL	PADRE FRANCISCO SUAREZ	19	6 IZQDA	47006	VALLADOLID	VALLADOLID	-4.736958800	41.643716800	1	CL	COBALTO	46	NA VE 6	47012	VALLADOLID	VALLADOLID			
B47265798	3	CL	PADRE FRANCISCO SUAREZ	19	6 IZQDA	47006	VALLADOLID	VALLADOLID	-4.736958800	41.643716800	1	CL	COBALTO	7	NAVE 122-H2	47012	VALLADOLID	VALLADOLID			
B47265798	3	CL	PADRE FRANCISCO SUAREZ	19	6 IZQDA	47006	VALLADOLID	VALLADOLID	-4.736958800	41.643716800	1	CL	PADRE FRANCISCO SUAREZ	19	6 IZQDA	47006	VALLADOLID	VALLADOLID			
B47276092	1	CL	ZAPICO	8	1º A	47003	VALLADOLID	VALLADOLID	-4.727370300	41.653917200	1	CL	ZAPICO	8	1º A	47003	VALLADOLID	VALLADOLID			
B47289251	1	CM	FUENTE 0	S/N		47282	TRIGUEROS DEL VALLE	VALLADOLID	-4.662291328	41.820845429	21	CL	FUENTE	s/n		47282	TRIGUEROS DEL VALLE	VALLADOLID			
B47293972	1	CL	MIGUEL ISCAR	15	4	47001	VALLADOLID	VALLADOLID	-4.727297000	41.648648000	1	CL	RICARDO DE LOS RIOS	1	1 C	47140	LAGUNA DE DUERO	VALLADOLID	-4.719084	41.582166	1
B47296082	1	AV	MEDINA DEL CAMPO	19		47014	VALLADOLID	VALLADOLID	-4.748167200	41.633019400	1	AV	MEDINA DEL CAMPO	19	LOCAL	47014	VALLADOLID	VALLADOLID	-4.748167	41.633019	1
B47306220	1	CL	PASION	5	1 E	47001	VALLADOLID	VALLADOLID	-4.729570000	41.651442000	1	CL	PASION	57	1 D	47001	VALLADOLID	VALLADOLID	-4.871172	41.752958	6
B47307038	1	PS	ZORRILLA	346	1 A	47008	VALLADOLID	VALLADOLID	-4.748417000	41.619201000	1	CL	VINOS DE LA RIBERA DEL DUERO	9	A	47008	VALLADOLID	VALLADOLID	-4.748619	41.619117	3
B47309224	1	CL	CNO VIEJO	S/N		47155	SANTOVENIA DE PISUERGA	VALLADOLID	-4.686864950	41.690782650	7	CM	VIEJO	s/n		47155	SANTOVENIA DE PISUERGA	VALLADOLID			
B47311873	2	CL	SAN JUAN	6	BAJO	47800	MEDINA DE RIOSECO	VALLADOLID	-5.045038300	41.883600800	1	CL	SAN BUENAVENTURA	21		47800	MEDINA DE RIOSECO	VALLADOLID			
B47311873	2	CL	SAN JUAN	6	BAJO	47800	MEDINA DE RIOSECO	VALLADOLID	-5.045038300	41.883600800	1	CL	SAN JUAN	6		47800	MEDINA DE RIOSECO	VALLADOLID			
B47312046	1	CL	JOAQUIN MARIA JALON	4		47008	VALLADOLID	VALLADOLID	-4.741109200	41.629043800	1	CL	JOAQUIN MARIA JALON	4		47008	VALLADOLID	VALLADOLID			
B47320247	2	CR	PESQUERA	12		47300	PEÑAFIEL	VALLADOLID	-4.117146000	41.601819700	1	CL	VELAZQUEZ	25		28001	MADRID	MADRID			
B47320247	2	CR	PESQUERA	12		47300	PEÑAFIEL	VALLADOLID	-4.117146000	41.601819700	1	CR	PESQUERA	12		47300	PEÑAFIEL	VALLADOLID			
B47321203	1	CL	LOPEZ GOMEZ	7	BAJO	47002	VALLADOLID	VALLADOLID	-4.723873600	41.650347900	1	CL	BAILEN	4	9 A	47004	VALLADOLID	VALLADOLID			
B47330402	1	CL	JUAN POMBO	18		47350	QUINTANILLA DE ONESIMO	VALLADOLID				CL	JUAN POMBO 18	s/n		47350	QUINTANILLA DE ONESIMO	VALLADOLID			
B47330576	1	CL	PANADEROS	19	BJ	47004	VALLADOLID	VALLADOLID	-4.723163300	41.647477700	1	CL	PANADEROS	19	BJ	47004	VALLADOLID	VALLADOLID			
B47331426	1	CL	GRANADA	2		47012	VALLADOLID	VALLADOLID	-4.718991300	41.642513800	1	CL	GRANADA	2		47012	VALLADOLID	VALLADOLID			
B47334289	1	AV	ALAMOS	S/N		47193	CISTERNIGA	VALLADOLID	-4.656201643	41.588194980	21	AV	ALAMOS	s/n		47193	CISTERNIGA	VALLADOLID			
B47337704	1	PZ	FUENTE DORADA	5	1 A	47002	VALLADOLID	VALLADOLID	-4.726221400	41.652492300	1	PZ	FUENTE DORADA	5	1 A	47002	VALLADOLID	VALLADOLID			
B47338132	1	CR	VILLABAÑEZ	S/N	KM 1.600 4 TRAV	47017	VALLADOLID	VALLADOLID	-4.693822400	41.646001400	7	CR	VILLABAÑEZ  KM 1 600 4 TRAV	s/n		47012	VALLADOLID	VALLADOLID			
B47340393	1	CR	BURGOS PORTUGAL	145		47132	SAN MIGUEL DEL PINO	VALLADOLID	-4.902048274	41.541765472	22	CR	BURGOS PORTUGAL 145	145		47132	SAN MIGUEL DEL PINO	VALLADOLID			
B47343314	2	PS	ARCO LADRILLO	92	1º OFICINA 11	47008	VALLADOLID	VALLADOLID	-4.727056600	41.627296600	1	CL	ESTAÑO	6	PG IND SAN CRISTOBAL	47012	VALLADOLID	VALLADOLID			
B47343314	2	PS	ARCO LADRILLO	92	1º OFICINA 11	47008	VALLADOLID	VALLADOLID	-4.727056600	41.627296600	1	PS	ARCO DE LADRILLO	92	BJ LOCAL 3	47008	VALLADOLID	VALLADOLID			
B47344429	1	CL	HOYOS	73		47420	ISCAR	VALLADOLID	-4.511070880	41.369787790	5	CL	PRIMITIVO AGUADO	31		47420	ISCAR	VALLADOLID	-4.528361	41.361302	1
B47346622	1	AV	GENERAL SANJURJO	52		47300	PEÑAFIEL	VALLADOLID	-4.096594744	41.593094958	22	CL	GENERAL SANJURJO	52		47300	PEÑAFIEL	VALLADOLID			
B47348032	2	AV	BURGOS	76		47009	VALLADOLID	VALLADOLID	-4.726128900	41.669977900	1	AV	BURGOS	76		47009	VALLADOLID	VALLADOLID	-4.726035	41.669570	15
B47348032	2	AV	BURGOS	76		47009	VALLADOLID	VALLADOLID	-4.726128900	41.669977900	1	CL	CM HORNILLOS	27		47017	VALLADOLID	VALLADOLID			5
B47348990	1	CR	SORIA	S/N	KM 5 200	47193	CISTERNIGA	VALLADOLID	-4.687511600	41.610960300	7	CR	SORIA	s/n	KM 5,200	47193	CISTERNIGA	VALLADOLID			
B47352422	2	PZ	DE LA LIBERTAD	6	1º	47002	VALLADOLID	VALLADOLID	-4.724741000	41.652948000	12	AV	ROMA	23	LOCAL	43005	TARRAGONA	TARRAGONA	1.238167	41.118304	1
B47352422	2	PZ	DE LA LIBERTAD	6	1º	47002	VALLADOLID	VALLADOLID	-4.724741000	41.652948000	12	CL	ARRIBES DEL DUERO	18	3ºE	47012	VALLADOLID	VALLADOLID			1
B47352869	4	CL	CARCHENA	18		40200	CUELLAR	SEGOVIA	-4.312099700	41.400895800	1	AV	SEGOVIA	38		47013	VALLADOLID	VALLADOLID			
B47352869	4	CL	CARCHENA	18		40200	CUELLAR	SEGOVIA	-4.312099700	41.400895800	1	CL	CALIXTO FERNANDEZ DE LA TORRE	1	LOCAL	47001	VALLADOLID	VALLADOLID			
B47352869	4	CL	CARCHENA	18		40200	CUELLAR	SEGOVIA	-4.312099700	41.400895800	1	CL	CARCHENA	18		40200	CUELLAR	SEGOVIA			
B47352869	4	CL	CARCHENA	18		40200	CUELLAR	SEGOVIA	-4.312099700	41.400895800	1	CL	CERRADA	14		47010	VALLADOLID	VALLADOLID			
B47358361	1	CR	SANTIBAÑEZ	13		47330	TRASPINEDO	VALLADOLID	-4.472665400	41.575523600	1	CL	SANTIBAÑEZ	13		47330	TRASPINEDO	VALLADOLID			
B47358627	1	CL	COBALTO	164	A	47012	VALLADOLID	VALLADOLID	-4.711428400	41.619090700	3	CL	COBALTO	43		47012	VALLADOLID	VALLADOLID			
B47359112	1	CL	PLATA	74	PARCELA NAVE IZQUIERDA	47012	VALLADOLID	VALLADOLID	-4.710751600	41.616263800	1	CL	PLATA	3	NAVE IZQUIERDA POL. IND. SAN CRISTOBAL	47012	VALLADOLID	VALLADOLID			
B47360136	1	CL	ACERO	26		47012	VALLADOLID	VALLADOLID	-4.705684500	41.611424100	1	CL	ACERO	26		47012	VALLADOLID	VALLADOLID			
B47360169	1	PS	ZORRILLA	4	8 D	47006	VALLADOLID	VALLADOLID	-4.731273000	41.647309000	1	PS	ZORRILLA	8		47006	VALLADOLID	VALLADOLID	-4.731589	41.647034	1
B47360573	1	CL	GENERAL RUIZ	2	LO BJ PASAJE DE LA MARQUESINA	47004	VALLADOLID	VALLADOLID	-4.724068200	41.646274700	1	CL	GENERAL RUIZ	2	LO BJ, PASAJE DE LA MAR	47004	VALLADOLID	VALLADOLID			
B47360664	1	CL	LABRADORES	9	11 BJ	47004	VALLADOLID	VALLADOLID				CL	LABRADORES	9	11 BAJO	47004	VALLADOLID	VALLADOLID			
B47361670	1	CL	MARIA DE MOLINA	2	B	47001	VALLADOLID	VALLADOLID	-4.731126000	41.650824000	1	CL	MARIA DE MOLINA	8	BAJO	47001	VALLADOLID	VALLADOLID	-4.730897	41.650341	1
B47362504	1	PZ	TENERIAS	7	BAJO	47006	VALLADOLID	VALLADOLID	-4.733834800	41.647907100	1	PZ	TENERIAS	7		47006	VALLADOLID	VALLADOLID			
B47364385	3	CL	MONTE	16		47151	BOECILLO	VALLADOLID	-4.705098000	41.542996000	1	CL	LEOPOLDO CANO	13	1	47003	VALLADOLID	VALLADOLID	-4.725603	41.654005	1
B47364385	3	CL	MONTE	16		47151	BOECILLO	VALLADOLID	-4.705098000	41.542996000	1	CL	METALURGIA	14	1 B	47610	ZARATAN	VALLADOLID	-4.767699	41.660553	1
B47364385	3	CL	MONTE	16		47151	BOECILLO	VALLADOLID	-4.705098000	41.542996000	1	PZ	PUERTA DE ZAMORA	4		37005	SALAMANCA	SALAMANCA	-5.663419	40.970305	1
B47364450	1	CL	CLAUDIO MOYANO	6	ENTREPLANTA IZQUIERDA	47001	VALLADOLID	VALLADOLID	-4.728709200	41.648747100	1	CL	SANTA MARIA	13	2 C	47001	VALLADOLID	VALLADOLID			
B47368675	2	CL	ORO	S/N	PARCELA 59 - A PLIND SAN CRISTOBAL	47012	VALLADOLID	VALLADOLID	-4.701667400	41.618410700	7	CL	ORO	10		47012	VALLADOLID	VALLADOLID			
B47368675	2	CL	ORO	S/N	PARCELA 59 - A PLIND SAN CRISTOBAL	47012	VALLADOLID	VALLADOLID	-4.701667400	41.618410700	7	PG	RAOS PARC	6	NAVE 4	39600	CAMARGO	CANTABRIA			
B47372826	1	PZ	FUENTE DORADA	9	BAJO	47002	VALLADOLID	VALLADOLID	-4.726025700	41.651976700	1	PZ	FUENTE DORADA	11	BJ	47002	VALLADOLID	VALLADOLID			
B47382353	1	CL	CONCHA VELASCO	23	LANTA BAJA	47007	VALLADOLID	VALLADOLID				CL	ROSARIO PEREDA	23	BAJO	47007	VALLADOLID	VALLADOLID			
B47386040	1	CL	ESQUILA	20	BAJO	47012	VALLADOLID	VALLADOLID	-4.712155000	41.645920000	1	CL	SANTA MARIA DE LA CABEZA	9		47012	VALLADOLID	VALLADOLID	-4.704365	41.642388	1
B47386701	1	CL	JUAN II DE CASTILLA	4	BAJO 47009	47009	VALLADOLID	VALLADOLID	-4.738746100	41.657516500	1	CL	CADENAS DE SAN GREGORIO	14	2 B	47011	VALLADOLID	VALLADOLID			
B47390877	1	CL	ISLA	29		47008	VALLADOLID	VALLADOLID				CL	ISLA	29		47008	VALLADOLID	VALLADOLID			
B47390893	2	CL	AMADEO ARIAS	4	LOCAL 2	47014	VALLADOLID	VALLADOLID	-4.757043400	41.635338000	1	CL	AMADEO ARIAS	4	LOCAL 2	47014	VALLADOLID	VALLADOLID			
B47390893	2	CL	AMADEO ARIAS	4	LOCAL 2	47014	VALLADOLID	VALLADOLID	-4.757043400	41.635338000	1	TR	VERBENA	s/n		47005	VALLADOLID	VALLADOLID			
B47391065	1	CL	RECOGEDERO	20		47134	TORRELOBATON	VALLADOLID	-5.024714800	41.650870100	1	CL	RECOGEDERO	20		47134	TORRELOBATON	VALLADOLID			
B47391495	3	CL	PORTILLO DE BALBOA	38	7 D	47010	VALLADOLID	VALLADOLID	-4.719404200	41.661567600	1	AV	EURO MERCAOLID	s/n		47009	VALLADOLID	VALLADOLID			
B47391495	3	CL	PORTILLO DE BALBOA	38	7 D	47010	VALLADOLID	VALLADOLID	-4.719404200	41.661567600	1	AV	GIJON KM 195	s/n		47610	ZARATAN	VALLADOLID			
B47391495	3	CL	PORTILLO DE BALBOA	38	7 D	47010	VALLADOLID	VALLADOLID	-4.719404200	41.661567600	1	CL	PORTILLO DE BALBOA	38	7 D	47010	VALLADOLID	VALLADOLID			
B47397591	1	CL	TURQUESA	7	PLGNO SAN CRISTOBAL	47012	VALLADOLID	VALLADOLID	-4.702761800	41.628853500	1	CL	TURQUESA	7	PG IND SAN CRISTOBAL	47001	VALLADOLID	VALLADOLID			
B47398334	1	CR	MADRID	S/N	KM 82	37181	CALVARRASA DE ABAJO	SALAMANCA	-5.539372661	40.948458867	21	CR	MADRID KM 82	s/n		37181	CALVARRASA DE ABAJO	SALAMANCA			
B47405527	2	CL	MIGUEL SEBASTIAN HERRADOR	3	4 IZDA	47014	VALLADOLID	VALLADOLID	-4.739485900	41.652531700	1	CL	GERONA	10	BAJO	47013	VALLADOLID	VALLADOLID			
B47405527	2	CL	MIGUEL SEBASTIAN HERRADOR	3	4 IZDA	47014	VALLADOLID	VALLADOLID	-4.739485900	41.652531700	1	CL	MIGUEL SEBASTIAN HERRADOR	3	4º IZDA	47014	VALLADOLID	VALLADOLID			
B47406376	1	CL	MESONES	29	BAJO	47420	ISCAR	VALLADOLID	-4.534298900	41.359875100	1	CL	MESONES	29	BAJO	47420	ISCAR	VALLADOLID			
B47406673	1	CL	EL LABRADOR	14		47410	OLMEDO	VALLADOLID	-4.692064700	41.289475800	1	CL	PRIMITIVO AGUADO	32	2	47420	ISCAR	VALLADOLID			
B47414057	1	CL	RDA FLORES	16	3 C	47400	MEDINA DEL CAMPO	VALLADOLID	-4.912201600	41.307757000	1	RD	DE LAS FLORES	16	3º C	47400	MEDINA DEL CAMPO	VALLADOLID			
B47414909	1	AV	VALLE DE ESGUEVA	63	BAJO A	47011	VALLADOLID	VALLADOLID	-4.709788000	41.657890000	1	AV	VALLE DE ESGUEVA	33	BJA	47011	VALLADOLID	VALLADOLID	-4.712709	41.657893	1
B47417845	1	AV	ALAMOS PARC	22	1 PLIND LA MORA	47193	CISTERNIGA	VALLADOLID	-4.656201643	41.588194980	21	AV	ALAMOS	s/n	PARCELA 22, NAVE 1	47193	CISTERNIGA	VALLADOLID			
B47418926	1	AV	LOPE DE VEGA	36		47400	MEDINA DEL CAMPO	VALLADOLID	-4.911744000	41.307455000	1	CL	MALDONADO	14	1	47400	MEDINA DEL CAMPO	VALLADOLID	-4.914117	41.309370	1
B47419551	1	CL	CAPUCHINOS	3	LO 2	47006	VALLADOLID	VALLADOLID	-4.736440000	41.643881000	1	CL	CAPUCHINOS	5		47006	VALLADOLID	VALLADOLID	-4.736807	41.644145	1
B47425418	2	CL	JOSE ANTONIO	13		47280	CORCOS	VALLADOLID	-4.692733300	41.808249400	3	CL	JOSE ANTONIO	13		47280	CORCOS	VALLADOLID			
B47425418	2	CL	JOSE ANTONIO	13		47280	CORCOS	VALLADOLID	-4.692733300	41.808249400	3	CL	MAYOR	15		47280	CORCOS	VALLADOLID			
B47431564	1	CL	PAJARILLOS	32	BJ	47012	VALLADOLID	VALLADOLID	-4.704625900	41.646869100	3	CL	PAJARILLOS	32		47012	VALLADOLID	VALLADOLID			
B47438122	1	CR	SANTANDER	S/N	KM 5	47011	VALLADOLID	VALLADOLID	-4.707828500	41.669048300	7	CR	SANTANDER KM 5	s/n		47011	VALLADOLID	VALLADOLID			
B47442157	1	CL	MURO	21	1º DERECHA	47004	VALLADOLID	VALLADOLID	-4.725870300	41.644802500	1	CL	MURO	21	19 DCHA.	47004	VALLADOLID	VALLADOLID			
B47447883	1	CL	TOMAS REDONDO	1		28033	MADRID	MADRID	-3.630660300	40.472990700	4	CL	MIÑO	14		47140	LAGUNA DE DUERO	VALLADOLID			
B47454269	1	CL	CAMINO DE LOS PALOS	2		47140	LAGUNA DE DUERO	VALLADOLID	-4.746708120	41.567386260	5	CL	TERESA GIL	23		47002	VALLADOLID	VALLADOLID	-4.725440	41.650135	1
B47461744	1	CL	NUÑEZ DE BALBOA		5 K	28006	MADRID	MADRID	-3.683079000	40.421682000	3	CL	FRAY LUIS DE LEON	24		47002	VALLADOLID	VALLADOLID	-4.721437	41.650429	1
B47466669	1	CL	ZANFONA	14		47012	VALLADOLID	VALLADOLID	-4.710638400	41.630809800	1	CL	ZANFONA	14		47012	VALLADOLID	VALLADOLID			
B47477047	1	CL	PANADEROS	8	BAJO	47004	VALLADOLID	VALLADOLID	-4.724190200	41.647782800	1	CL	PANADEROS	8		47004	VALLADOLID	VALLADOLID			
B47477484	2	CL	VICENTE NUGARDE	2		47814	AGUILAR DE CAMPOS	VALLADOLID	-5.180894100	41.984074800	1	CL	ENRIQUE CUBERO	24		47016	VALLADOLID	VALLADOLID			
B47477484	2	CL	VICENTE NUGARDE	2		47814	AGUILAR DE CAMPOS	VALLADOLID	-5.180894100	41.984074800	1	CL	VICENTE NUGARDE	2		47814	AGUILAR DE CAMPOS	VALLADOLID			
B47479977	2	PZ	MAYOR	22	1º A	47001	VALLADOLID	VALLADOLID	-4.729217200	41.652372100	1	CR	TORO VALDEFINJAS KM 2,5	s/n		49800	TORO	ZAMORA			
B47479977	2	PZ	MAYOR	22	1º A	47001	VALLADOLID	VALLADOLID	-4.729217200	41.652372100	1	PS	ZORRILLA	92	1 IZ	47006	VALLADOLID	VALLADOLID			
B47502166	1	PS	ZORRILLA	48		47006	VALLADOLID	VALLADOLID	-4.735185100	41.644415300	1	PS	ZORRILLA	48		47006	VALLADOLID	VALLADOLID			
B47503826	2	CL	MIGUEL ISCAR	16	2	47001	VALLADOLID	VALLADOLID	-4.726286000	41.648546000	1	CL	SAN FELIPE	1		47002	VALLADOLID	VALLADOLID	-4.725863	41.651137	1
B47503826	2	CL	MIGUEL ISCAR	16	2	47001	VALLADOLID	VALLADOLID	-4.726286000	41.648546000	1	PZ	TENERIAS	12	1 C	47006	VALLADOLID	VALLADOLID	-4.733223	41.649279	1
B47505029	1	CL	CLAUDIO MOYANO	11	1 C	47001	VALLADOLID	VALLADOLID	-4.727428000	41.649033000	1	CL	TERESA GIL	3	4 A	47002	VALLADOLID	VALLADOLID	-4.726374	41.651832	1
B47512702	1	CL	RAMONA ALONSO	19		47480	FRESNO EL VIEJO	VALLADOLID	-5.145186300	41.197933800	1	CL	RAMONA ALONSO	19		47480	FRESNO EL VIEJO	VALLADOLID			
B47515044	2	CL	MAURICIO LEGENDRE	16	1 4 27	28046	MADRID	MADRID	-3.685968000	40.471701000	1	CL	MARINA DE ESCOBAR	4	4 B	47001	VALLADOLID	VALLADOLID	-4.728025	41.648015	1
B47515044	2	CL	MAURICIO LEGENDRE	16	1 4 27	28046	MADRID	MADRID	-3.685968000	40.471701000	1	CL	RODRIGUEZ CHICO	6		47500	NAVA DEL REY	VALLADOLID	-5.083126	41.330788	1
B47526579	1	CL	VILLANUBLA	29	1 A	47009	VALLADOLID	VALLADOLID	-4.735630100	41.664545300	1	AV	PALENCIA	37		47010	VALLADOLID	VALLADOLID			
B47527148	2	CL	VERBENA	4	1 E	47005	VALLADOLID	VALLADOLID	-4.716284100	41.651286300	1	CL	IGLESIA	11		47155	SANTOVENIA DE PISUERGA	VALLADOLID			
B47527148	2	CL	VERBENA	4	1 E	47005	VALLADOLID	VALLADOLID	-4.716284100	41.651286300	1	CL	VERBENA	4	1 E	47005	VALLADOLID	VALLADOLID			
B47533914	1	CL	JUAN MAMBRILLA	3	BJ	47003	VALLADOLID	VALLADOLID	-4.721633200	41.654279600	1	CL	JUAN MAMBRILLA	3	BJ (PASAJE)	47003	VALLADOLID	VALLADOLID			
B47535190	1	CL	DOCTOR CAZALLA	4	LO COMERCIAL	47003	VALLADOLID	VALLADOLID	-4.728232800	41.655086700	1	CL	DOCTOR CAZALLA	4	LOCAL	47003	VALLADOLID	VALLADOLID			
B47544457	1	PQ	20	9	PARQUE TECNOLOGICO DE BOECILLO	47151	BOECILLO	VALLADOLID				PQ	TECNOLOGICO DE BOECILLO PARC 209	s/n		47151	BOECILLO	VALLADOLID			
B47546858	5	CM	ESPERANZA	28	BJ	47007	VALLADOLID	VALLADOLID	-4.737109700	41.634148400	1	CC	EMPRESARIAL	s/n		49002	ZAMORA	ZAMORA			
B47546858	5	CM	ESPERANZA	28	BJ	47007	VALLADOLID	VALLADOLID	-4.737109700	41.634148400	1	CL	CASCAJERA	s/n		09003	BURGOS	BURGOS			
