REG_NUMBER	SUBSIDIARY_FULL_REG_NUMBER	SUBSIDIARY_COMPANY_NAME	SUBSIDIARY_LEGAL_FORM	DIRECT_INTEREST_PERCENTAGE	INDIRECT_INTEREST_PERCENTAGE	TOTAL_INTEREST_PERCENTAGE	SUBSIDIARY_TYPE	COD_ISO_2	COUNTRY
B07483324	B35660232	INVERSIONES TURISTICAS PLAYABLANCA	Limited Company	15.61	0.00	15.61	Does not inform	ES	SPAIN
B07483324	A07408248	LHOTSE INVESTMENTS	Public Limited Company	90.00	0.00	90.00	Dependent	ES	SPAIN
B07483324	A07010176	LOS MOLINOS DE IBIZA	Public Limited Company	74.45	0.00	74.45	Dependent	ES	SPAIN
B07483324	B57906398	MARMI 2015	Limited Company	88.70	0.00	88.70	Dependent	ES	SPAIN
B07483324	A07217722	META HOTELS	Public Limited Company	50.99	0.00	50.99	Dependent	ES	SPAIN
B07483324	B16670119	RHINOCEROS AUKLET 2020	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	A07036205	SIBU	Public Limited Company	20.00	0.00	20.00	Associate	ES	SPAIN
B07483324	B57927261	THB MAR CARIBE 2015	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	B57189110	TURISMO Y HOTELES DE BALEARES	Limited Company	96.77	0.00	96.77	Dependent	ES	SPAIN
B07483324	B57412140	URBIFORM 2006	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07483324	B57412157	YEGUADA ALICANTI	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07876337	B57043556	DEPOSITOS Y VALORES ISLA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07876337	B07436850	IBIZA DE LUBRICACION	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07876337	B07226509	INICIATIVAS IBIZA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B07876337	B07133671	PRODUCTOS Y LUBRICANTES IBIZA	Limited Company	20.00	0.00	20.00	Associate	ES	SPAIN
B07876337	B07133655	TRANSPORTES Y SERVICIOS IBIZA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B08269011	B08147027	CORPORACIO F P PETROLIS	Limited Company	33.34	0.00	33.34	Associate	ES	SPAIN
B08269011	B58807645	PETROBAGES	Limited Company	14.95	0.00	14.95	Does not inform	ES	SPAIN
B08425803	A08438822	SUBMINISTRAMENTS INDUSTRIALS RIFA	Public Limited Company	0.00	0.00	5.00	Associate	ES	SPAIN
B08451684	A08504631	ICYESA CORNELLA	Public Limited Company	19.67	0.00	19.67	Does not inform	ES	SPAIN
B08451684	B08285546	INMOBILIARIA IMASA	Limited Company	23.20	0.00	23.20	Associate	ES	SPAIN
B08451684	B08277352	INMOBILIARIA LLAJOR	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B08451684		OTROS		0.00	0.00	0.00	Does not inform		
B08451684	A08123663	PROPIEDADES HORIZONTALES ALBERUELA	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B08451684	B64577596	SAONA CAPITAL	Limited Company	40.58	0.00	40.58	Associate	ES	SPAIN
B08451684	A08013419	VIDAL RIBAS	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B08538852		CONBAR, UNIPESSOAL, LDA		0.00	0.00	100.00	Dependent	PT	PORTUGAL
B08538852	B61278735	EXEA QUORUM	Limited Company	0.00	0.00	37.00	Associate	ES	SPAIN
B08538852	B67164723	FLAMASATS	Limited Company	0.00	0.00	25.20	Associate	ES	SPAIN
B08538852		HOTEL COMPANY, S.R.O.		0.00	0.00	50.00	Associate	CZ	CZECH REPUBLIC
B08538852		HU CONBAR KFT.		0.00	0.00	100.00	Dependent	HU	HUNGARY
B08538852	B60774031	JORCANI	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08538852	B08221921	LES GINESTERES	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08538852		MCH HOTEL COMPANY KFT		0.00	0.00	50.00	Associate	HU	HUNGARY
B08538852		OTRAS		0.00	0.00	0.00	Does not inform	ES	SPAIN
B08538852		PROXIMO QUADRADO, LDA		0.00	0.00	1.00	Does not inform	PT	PORTUGAL
B08538852		SCHULS S.C.R.		0.00	0.00	100.00	Dependent	ES	SPAIN
B08538860	B61278735	EXEA QUORUM	Limited Company	0.00	0.00	18.00	Does not inform	ES	SPAIN
B08538860	B67164723	FLAMASATS	Limited Company	0.00	0.00	44.06	Associate	ES	SPAIN
B08538860	A19950021	SOGAI CAPITAL S.C.R.	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08851701	B63288989	GESTIO INTEGRAL DE SERVEIS 2010	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08851701	B60808268	GESTION INMOBILIARIA INFORHOME	Limited Company	0.00	0.00	11.04	Does not inform	ES	SPAIN
B08851701	A08264434	INMOBILIARIA OCEAN	Public Limited Company	0.00	0.00	96.67	Dependent	ES	SPAIN
B08851701	B63589188	OCEAN HABITAT	Limited Company	0.00	0.00	90.00	Dependent	ES	SPAIN
B08851701	A58184797	PROMOTORA ROSELLO	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08867855	A08762957	MAQUINA MOTORS	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08867855	B59034363	SERVEIS INFORMATICS D'IGUALADA	Limited Company	0.00	0.00	90.00	Dependent	ES	SPAIN
B08867855	B96915491	TURIMOTO	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B08867855	A46442836	VALMOTO	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B08938029	B57325151	CONSTRUCCIONES REDORKA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B09258211	B09401456	TEDEFU	Limited Company	0.00	0.00	11.13	Does not inform	ES	SPAIN
B11008307	A11836566	MEDINA PORTFOLIO	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B11279213	B72060957	ANDALUSSIA HOTELES CONIL	Limited Company	0.00	0.00	65.31	Dependent	ES	SPAIN
B12016226	B12721700	ALECAS SERVICIOS Y GESTION	Limited Company	0.00	0.00	30.71	Associate	ES	SPAIN
B12321949	A12016549	CERAMICA GOMEZ	Public Limited Company	33.33	0.00	33.33	Associate	ES	SPAIN
B12321949	B12332367	FORTANET GOMEZ	Limited Company	91.76	0.00	91.76	Dependent	ES	SPAIN
B12333217	B88277207	AURIGA CAPITAL MARKETS	Limited Company	29.81	0.00	29.81	Associate	ES	SPAIN
B12333217		LAS PASTURAS DE LAS LOMITAS		33.33	0.00	33.33	Associate	AR	ARGENTINA
B12333217		MARFINVEST, LTD		100.00	0.00	100.00	Dependent	GB	UNITED KINGDOM
B12333217	A40660409	TAGOWIND SCR	Public Limited Company	99.66	0.00	99.66	Dependent	ES	SPAIN
B12333217		XZERTA MESA SPAIN, LLC.		24.95	0.00	24.95	Associate	US	UNITED STATES
B12616264	B12201224	LAURE BARRACHINA'S	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B15147960	B70182332	ISOMAN GESTION INMOBILIARIA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B15168222	A83468819	AMADE VALORES SICAV	Public Limited Company	97.30	0.00	97.30	Dependent	ES	SPAIN
B15168222	B52508769	RELIQUIAE ESPAÑA	Limited Company	78.47	0.00	78.47	Dependent	ES	SPAIN
B15589179	B15416613	TOP WASH	Limited Company	0.00	0.00	46.98	Associate	ES	SPAIN
B15684582	B15614324	LINEAS ELECTRICAS DE GALICIA	Limited Company	5.00	0.00	5.00	Does not inform	ES	SPAIN
B15684582	B15709405	LINEAS ELECTRICAS DE GALICIA II	Limited Company	35.00	0.00	35.00	Associate	ES	SPAIN
B15684582	B15839657	LINEAS ELECTRICAS DE GALICIA III	Limited Company	5.00	0.00	5.00	Does not inform	ES	SPAIN
B17658279	A17069683	APARTOSSA	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279		BELLAVISTA EAD		0.00	0.00	100.00	Dependent		
B17658279	A92490176	BUGADERIA DAURADA	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17051855	CALYPSO & MONTERREY	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17016734	DORSOL	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	B55060420	EFIMATICA ASSESSORAMENT INFORMATIC	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17090481	EXCEL GARDENS	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279		EXCEL INVESTMENTS BULGARIA EOOD		0.00	0.00	50.00	Associate		
B17658279	B17462961	GENERAL COMPRAS HOTELERAS	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17014846	HOTELES SOL DEL SUR	Public Limited Company	0.00	0.00	14.00	Does not inform	ES	SPAIN
B17658279	A17021312	INDUSTRIAS TURISTICAS CALELLA	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	B17076886	MED PLAYA MANAGEMENT	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17019043	MIRADOR CAP NONO	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	B63619811	NOICAROCED	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A63023683	QUICK CHEF	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	B17792326	RESTAURANTS EXCEL	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17050667	SAN ELOY PARK	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B17658279	A17792318	VIAJES HOLIDAYSINSPAIN COM	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B20341962	B20587085	DONOSTIA FILMS	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B20341962	A20480901	OKIN TALDE	Public Limited Company	3.04	0.00	3.04	Does not inform	ES	SPAIN
B20643755		NAUTIPENICHE PORTUGAL		0.00	0.00	85.00	Dependent	PT	PORTUGAL
B20643755	A20144317	NORTH COMPANY	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B20643755		SKY WAY TECHNOLOGY, S.L.		0.00	0.00	100.00	Dependent	ES	SPAIN
B20643755	B20781563	SPORTECH AREA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B20643755	B20024253	SUMINISTROS EVIA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B25026709	B83213140	BUILDING BEACH	Limited Company	81.13	0.00	81.13	Dependent	ES	SPAIN
B25026709	B84645183	ESPINELA TRECE	Limited Company	19.69	0.00	19.69	Does not inform	ES	SPAIN
B25026709	A84709617	PROYECTOS INMO COST	Public Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B26126003	A26316851	FIRSA II INVERSIONES RIOJANAS	Public Limited Company	7.76	0.00	7.76	Does not inform	ES	SPAIN
B26210914	B72727548	A&B CONSULTING	Limited Company	0.00	0.00	0.00	Dependent	ES	SPAIN
B28081040	A28124840	GENOVA	Public Limited Company	0.00	0.00	81.81	Dependent	ES	SPAIN
B28081040	B24207946	I P ASOCIADOS CORREDURIA DE SEGUROS DEL GRUPO INMOBILIARIA HENARES	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B28081040	B28075372	PARQUE DEL OESTE	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B28081040	A28284503	SEVLON	Public Limited Company	0.00	0.00	62.00	Dependent	ES	SPAIN
B28184687	A79479846	DANVAL	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B28184687	A81779514	LABORATORIOS LESTRAL	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B28259679	B78807013	CALPE INVEST	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B28259679	A08349755	INTERCARTERA	Public Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B28577682		DISTRIBUIDORA Y EDITORA RICHMOND, S.A.S.		98.44	0.00	98.44	Dependent	CO	COLOMBIA
B28577682		EDICIONES SANTILLANA, SA		95.00	0.00	95.00	Dependent	AR	ARGENTINA
B28577682		EDICIONES SANTILLANA, SA		100.00	0.00	100.00	Dependent	UY	URUGUAY
B28577682		EDITORIAL SANTILLA, SA DE CV		99.95	0.00	99.95	Dependent	SV	EL SALVADOR
B28577682		EDITORIAL SANTILLANA, S.A.S.		94.64	0.00	94.64	Dependent	CO	COLOMBIA
B28577682		EDITORIAL SANTILLANA, SA		99.00	0.00	99.00	Dependent	HN	HONDURAS
B28577682		EDITORIAL SANTILLANA, SA		99.99	0.00	99.99	Dependent	GT	GUATEMALA
B28577682		EDUCATIVA EDICIONES S.A.S.		100.00	0.00	100.00	Dependent	CO	COLOMBIA
B28577682		PROGRAMAS DE INNOVACION EDUCATIVA, S.A DE C.V.		87.47	0.00	87.47	Dependent	MX	MEXICO
B28577682		SANTILLANA DE EDICIONES SA		99.70	0.00	99.70	Dependent	BO	BOLIVIA
B28577682		SANTILLANA EDUCACAO, LTDA		100.00	0.00	100.00	Dependent	BR	BRAZIL
B28577682		SANTILLANA EDUCACION CHILE, SA		99.99	0.00	99.99	Dependent	CL	CHILE
B28577682	B88211750	SANTILLANA EDUCACION PACIFICO	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B28577682		SANTILLANA SA		99.89	0.00	99.89	Dependent	PY	PARAGUAY
B28577682		SANTILLANA SA		99.99	0.00	99.99	Dependent	CR	COSTA RICA
B28577682		SANTILLANA, SA		95.00	0.00	95.00	Dependent	PE	PERU
B28577682		SANTILLANA, SA		100.00	0.00	100.00	Dependent	EC	ECUADOR
B28577682		SISTEMAS EDUCATIVOS DE ENSEÑANZA, S.A.S.		100.00	0.00	100.00	Dependent	EC	ECUADOR
B28829984	A28372407	ARBARIN SICAV	Public Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
B28829984	A42926907	AUSTRAL CAPITAL SIL	Public Limited Company	0.00	0.00	0.05	Does not inform	ES	SPAIN
B28829984	A83274902	INVERSIONES NAIRA SICAV	Public Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
B28971331	B14978563	QORTEBA INTERNACIONAL	Limited Company	0.00	0.00	49.95	Associate	ES	SPAIN
B29209798	B29723020	FANTASY WORLD TRAVEL SERVICE	Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
B29209798	A29092046	LUXOTOUR	Public Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
B29813482	B92126333	ACTIVOS LA CALA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B29813482	B93442622	BLUELINKS	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
B29813482	B72348360	GESRECIN GLOBAL	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
B29813482	B92374958	GUADIARO HOTELES	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
B29813482		HISPALENSE DE ASESORAMIENTOS SL		0.00	0.00	87.58	Dependent	ES	SPAIN
B29813482	B93405421	LOS PINARES BRAVOS	Limited Company	0.00	0.00	33.33	Associate	ES	SPAIN
B29813482	B11849809	PRADO DEL REY GOLF RESORT HOTEL & APARTMENTS	Limited Company	0.00	0.00	0.02	Does not inform	ES	SPAIN
B29813482		VERDE ARROZ - ACTIVIDADES IMOBILIARIAS E AGRICOLAS, S.A.		0.00	0.00	50.00	Associate	PT	PORTUGAL
B29813482	B90352477	VISTAVICARIO	Limited Company	0.00	0.00	39.30	Associate	ES	SPAIN
B29855459	B92603851	LANDS & CASAS	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B29855459	B92159375	PROMOCIONES AXARURAL	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B29855459	B92211952	ZALIA RURAL	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	A03009818	AGRICOLA DEL SEGURA	Public Limited Company	33.00	0.00	33.00	Associate	ES	SPAIN
B30228670	B28261725	AGRO HISPAMER	Limited Company	75.00	0.00	75.00	Dependent	ES	SPAIN
B30228670	B87378741	ARIDOS CABEZOGORDO	Limited Company	34.00	0.00	34.00	Associate	ES	SPAIN
B30228670	B02016582	BODEGAS ATALAYA	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B30228670	B53023263	BRICOLAGE ALPUENTE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B73070914	CEMENTOS LA CRUZ	Limited Company	42.00	0.00	42.00	Associate	ES	SPAIN
B30228670	A03010923	CERAMICA CREVILLENTINA	Public Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B30228670	B03206828	COMERCIAL EL PILAR	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B53866950	COMERCIAL GEST TERRYSOL	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B30228670	B03218005	EL PEÑON DE TORREMENDO	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B03579539	HIPERMAT	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B53580411	HOME DEPOT LOGISTICA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B03147733	PROMOTORA DE INDUSTRIAS CERAMICAS	Limited Company	9.00	0.00	9.00	Does not inform	ES	SPAIN
B30228670	B54214895	PUERTA DE ALGORFA	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B30228670	B53096079	SISTEMAS DE INFORMATICA TP	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B54440664	TERRAPETROL	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	A03081437	TERRAPILAR	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B03206836	TORREVIEJA DISTRIBUCIONES	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B03251634	VILLAS LAGO SOL ENERGIAS RENOVABLES	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B30228670	B67659037	VISTABELLA AGRISESA	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B30228670	B01588607	VISTABELLA ECO-CITRIC	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B30228670	B54031398	YESOS LAS CARLICAS	Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B30368633	B30543623	CAMERPIEL	Limited Company	0.00	0.00	97.85	Dependent	ES	SPAIN
B31235906	A31166432	PROMOCIONES URBIGAIN	Public Limited Company	0.00	0.00	0.00	Does not inform	ES	SPAIN
B31739162	B31600851	AGROPECUARIA DE CADREITA	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B31739162	A31086671	CERAMICA TUDELANA	Public Limited Company	94.11	0.00	94.11	Dependent	ES	SPAIN
B31784887	B71038699	PAPERTECH ENERGIA	Limited Company	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U70593736	ARINES OBRAS Y PROYECTOS SL CONSTRUCCIONES ALEA SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U32506750	CONSTRUCCIONES ALEA SL PROFORMA EJECUCION DE OBRAS Y RESTAURACIONES SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U42896225	CONSTRUCCIONES ALEA SL PROFORMA EJECUCION DE OBRAS Y RESTAURACIONES SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U32506487	CONSTRUCCIONES ALEA SL Y PROFORMA EJECUCION DE OBRAS Y RESTAURACIONES SA	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U32499303	EMERGIS CONSTRUCCION SL CONSTRUCCIONES ALEA SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U32503740	EMERGIS CONSTRUCCION SL CONSTRUCCIONES ALEA SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687		IBERMATE-ALEA, EMPREENDIMENTO IMOBILIARIO-NAUTILUS PARQUE, ACE. - 508091993		0.00	0.00	50.00	Associate	PT	PORTUGAL
B32001687	U01950427	KALAMOS	Joint Venture	0.00	0.00	34.00	Does not inform	ES	SPAIN
B32001687	U09921651	ORECO BALGON SA CONSTRUCCIONES ALEA SL	Joint Venture	0.00	0.00	50.00	Associate	ES	SPAIN
B32001687	U02673069	PROYECON GALICIA SA EMERGIS CONSTRUCCION SL CONSTRUCCIONES ALEA SL	Joint Venture	0.00	0.00	33.33	Associate	ES	SPAIN
B32001687		U.T.E. MAGALLANES - U32506891		0.00	0.00	50.00	Associate		
B32001687		U.T.E. MAJADAHONDA - U42758136		0.00	0.00	34.00	Associate		
B32007460	A32006215	INDUSTRIAS DE ROCAS ORNAMENTALES	Public Limited Company	0.00	0.00	9.86	Does not inform	ES	SPAIN
B32007460	B24014292	PIZARRAS FORCADAS	Limited Company	0.00	0.00	36.31	Associate	ES	SPAIN
B32007460	A32006579	PIZARRAS GALLEGAS	Public Limited Company	0.00	0.00	16.40	Does not inform	ES	SPAIN
B32007460	B32372443	PIZARRAS ROZADAIS ELABORACION	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B33092206	A50834464	ALACON EOLICO	Public Limited Company	0.00	0.00	11.51	Does not inform	ES	SPAIN
B33092206	A33593013	ARENCIAS	Public Limited Company	0.00	0.00	13.71	Does not inform	ES	SPAIN
B33092206	B04948840	CAMPO DE MAGALLON	Limited Company	0.00	0.00	17.00	Does not inform	ES	SPAIN
B33092206	B74001710	DARSENA 10	Limited Company	0.00	0.00	14.63	Does not inform	ES	SPAIN
B33092206	A50722040	GENERAL EOLICA ARAGONESA	Public Limited Company	0.00	0.00	11.78	Does not inform	ES	SPAIN
B33092206	B50954742	GEOLICA MAGALLON	Limited Company	0.00	0.00	8.78	Does not inform	ES	SPAIN
B33092206	B85104073	GRUPO DE DISEÑO INTERIOR ARQUITECTURA Y COORDINACION DE OBRA	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B33092206	B50895127	SAN JUAN DE BARGAS EOLICA	Limited Company	0.00	0.00	9.53	Does not inform	ES	SPAIN
B35443498	B56245574	LAIMO CASA FALCON	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B35443498	B56245566	LAIMO CASTILLO WESTERLING	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B35443498	B76823699	PROMOTORA BEYOND 2020	Limited Company	50.00	0.00	50.00	Associate	ES	SPAIN
B35497932	A35282375	CONSULTING TURISTICO DE FUERTEVENTURA	Public Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B35497932		SILVER, LDA.		99.00	0.00	99.00	Dependent	CV	CAPE VERDE
B35505536		CONSTRUC. INMV MAR, LDA		99.00	0.00	99.00	Dependent	CV	CAPE VERDE
B35505536	A35282375	CONSULTING TURISTICO DE FUERTEVENTURA	Public Limited Company	25.00	0.00	25.00	Associate	ES	SPAIN
B35747310	B35207778	AGUAS CRISTOBAL FRANQUIS	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B35747310	A08313835	COFETE	Public Limited Company	98.08	0.00	98.08	Dependent	ES	SPAIN
B35747310		DESARROLLO PLAYA BLANCA, S.L.		100.00	0.00	100.00	Dependent	ES	SPAIN
B35747310	B35530138	FINCAS MAJORERAS	Limited Company	0.00	0.00	90.08	Dependent	ES	SPAIN
B35747310		TRADEMA, S.L.		66.38	0.00	66.38	Dependent	ES	SPAIN
B35747310	B35530146	URBANIZADORA PUERTO PLAYA	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B35747310	A35019207	VINAMAR	Public Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B36047389		PRACERES DO PEIXE, LDA		100.00	0.00	100.00	Dependent	PT	PORTUGAL
B36047389		TESOUROS FLUVIAIS, LDA		9.00	0.00	9.00	Does not inform	PT	PORTUGAL
B36444081		IBEROSOLAR TERMICA Y FOTOVOLTAICA S.A.C.V		2.26	0.00	2.26	Does not inform	MX	MEXICO
B36699775	B27736198	GASCIES	Limited Company	0.00	0.00	0.00	Associate	ES	SPAIN
B38092086	B38232534	ASESORIA DE MARINAS	Limited Company	6.90	0.00	6.90	Associate	ES	SPAIN
B38092086	A38232526	SATOCAN	Public Limited Company	34.66	0.00	34.66	Associate	ES	SPAIN
B38236261	B38431003	AGAETE CABO	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B38236261	B80236540	JUCARME	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	B39511126	BAHIA AUTOMOCION	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	B39849260	HERCOS DISTRIBUCION CANTABRIA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	B39783808	HERCOS MOTOR CANTABRIA	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	A39033428	HERCOS PARAYAS	Public Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	B39662911	MANARSAN 2007	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B39003215	B39566252	TALLERES HERCOS COLINDRES	Limited Company	0.00	0.00	100.00	Dependent	ES	SPAIN
B41852815	B82570375	BARI 2015	Limited Company	0.00	0.00	0.00	Dependent	ES	SPAIN
B41852815	B82570342	NAN MADOL	Limited Company	0.00	0.00	0.00	Dependent	ES	SPAIN
B41852815	B41852807	TAZDEVIL	Limited Company	0.00	0.00	0.00	Dependent	ES	SPAIN
B41852815	B82955089	YEL NAT	Limited Company	0.00	0.00	0.00	Dependent	ES	SPAIN
B42016857	B42008508	ESTABLECIMIENTOS BLAZQUEZ	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B42016857	B42008490	FERRETERIA LA LLAVE	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B42016857	B42171769	PROBLAZEN	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B43118884	B26012872	BODEGAS CARLOS SERRES	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B43118884	B26023465	BODEGAS LOS TINOS	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B43118884	B26312017	BODEGAS SEÑORIO DE YERGA	Limited Company	85.23	0.00	85.23	Dependent	ES	SPAIN
B43118884	B26023473	BODEGAS VIVANCO	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B43118884	B26050336	BODEGAS Y VIÑAS SENDA GALIANA	Limited Company	99.97	0.00	99.97	Dependent	ES	SPAIN
B43118884	B26060236	CASTILLO DE FUENMAYOR	Limited Company	99.68	0.00	99.68	Dependent	ES	SPAIN
B43118884		COMERCIALIZACION DE UVA Y VINO DE NAVARRA S.L.		99.99	0.00	99.99	Dependent	ES	SPAIN
B43118884	B26260646	CRIADORES DE RIOJA	Limited Company	99.99	0.00	99.99	Dependent	ES	SPAIN
B43118884	B26308007	VIVANCO ENOTURISMO Y EXPERIENCIAS	Limited Company	99.98	0.00	99.98	Dependent	ES	SPAIN
B43687326	B20801213	KENDARI SERVICIOS INMOBILIARIOS	Limited Company	0.00	0.00	50.00	Associate		
B46151866	B96943139	REGEBE ASOCIADOS	Limited Company	30.00	0.00	30.00	Associate	ES	SPAIN
B46245916	B46609137	EDIFICACIONES PRIETO	Limited Company	100.00	0.00	100.00	Dependent	ES	SPAIN
B46260543	B97864227	ALBATRIO	Limited Company	40.00	0.00	40.00	Associate	ES	SPAIN
B46260543	A82582347	ALIALIA SICAV	Public Limited Company	8.00	0.00	8.00	Associate	ES	SPAIN
